timestamp,model,is_final,seed,score_mean,gsm8k_reward_mean,gsm8k_accuracy,math500_accuracy,amc_accuracy,elapsed_deepmath-3bench-1gpu
2026-07-18T04:51:20.639824+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,
2026-07-18T11:03:18.810844+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:03:45.964488+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:04:30.113152+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:04:38.489137+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T11:06:01.889640+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:06:47.941441+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:07:45.104171+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:07:54.083632+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T11:09:54.285757+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:10:35.247161+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:11:17.339359+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:11:23.004520+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T11:11:54.626997+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:12:13.770557+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:12:42.435143+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:12:46.359248+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:13:14.524233+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:13:16.411660+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:13:21.748327+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T11:13:22.885357+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T11:14:17.866696+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:15:09.744109+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:16:03.280271+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T11:16:10.067659+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T12:38:43.493701+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:39:12.818687+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:39:50.006961+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:39:56.085316+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:39:59.151455+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T12:40:01.775273+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:40:20.719161+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:40:27.683411+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:40:49.814645+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:40:57.166026+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T12:41:03.099844+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:41:10.857386+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T05:11:49.309396+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:12:05.249904+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:12:17.065086+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:12:28.720700+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:12:51.023685+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:12:56.660356+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:13:00.916813+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T05:13:05.635220+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T05:16:25.644355+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:16:49.638868+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:17:16.983014+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:17:22.732844+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T05:18:22.936374+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:18:47.930372+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:19:14.509895+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:19:17.823580+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:19:25.210524+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T05:19:40.350926+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:19:45.713991+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:20:12.834265+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:20:13.195367+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:20:20.349456+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T05:20:59.211478+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T05:21:08.560615+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T15:10:07.200878+00:00,baseline:sequence_level,false,1,,,,,,
2026-07-20T15:10:19.490850+00:00,baseline:token_level,false,1,,,,,,
2026-07-20T17:16:06.098304+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,-0.7559,0.4103,0.4103,0.2715,0.0798,7192.1
2026-07-20T21:19:53.829900+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T21:28:55.081725+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T21:30:42.537673+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T21:33:41.274005+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T21:34:54.464866+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T21:36:51.213541+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T21:39:32.604426+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T21:43:15.569770+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T21:49:32.123971+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,
2026-07-20T21:52:17.888509+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T21:52:24.898023+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T22:24:23.860722+00:00,baseline:first_k_tokens,false,1,,,,,,
2026-07-20T22:47:17.714866+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T22:58:03.607825+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T23:07:32.583676+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T23:07:41.460451+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T23:42:54.011131+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,
2026-07-21T01:47:48.918493+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,-0.749,0.4014,0.4014,0.2722,0.0648,7431.0
2026-07-21T01:47:56.604627+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,-0.7559,0.4103,0.4103,0.2715,0.0798,7192.1
2026-07-21T03:54:15.452457+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-21T04:02:36.454024+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-21T04:26:14.680987+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,
2026-07-21T05:23:40.872631+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-21T05:23:46.315321+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,
2026-07-21T05:31:09.891202+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-21T05:31:17.810344+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,
2026-07-21T10:34:59.423964+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-21T10:35:05.886059+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,
2026-07-21T10:46:53.670257+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,
2026-07-21T10:47:00.206162+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,
2026-07-21T10:49:42.796725+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,
2026-07-21T10:49:50.173725+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,
