timestamp,model,is_final,seed,accuracy_llada-math,avg_steps_llada-math,n_samples_llada-math,elapsed_llada-math,accuracy_llada-humaneval,avg_steps_llada-humaneval,n_samples_llada-humaneval,elapsed_llada-humaneval,gen_ppl_dream-text,mauve_dream-text,entropy_dream-text,rep2_dream-text,avg_steps_dream-text,n_samples_dream-text,elapsed_dream-text
2026-07-20T06:49:29.934186+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.322,133.0,,2399.6,0.3902,94.51,,1018.8,,,,,,,21.9
2026-07-20T06:49:39.062930+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.322,133.0,,2399.6,0.3902,94.51,,1018.8,,,,,,,21.9
2026-07-20T07:02:54.087909+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.31,140.93,,2523.6,0.3963,108.27,,1124.2,,,,,,,16.9
2026-07-20T07:03:03.427823+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.31,140.93,,2523.6,0.3963,108.27,,1124.2,,,,,,,16.9
2026-07-21T11:25:39.004621+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.302,51.52,,946.4,0.372,52.28,,538.7,,,,,,,19.8
2026-07-21T11:26:07.418327+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.302,51.52,,924.3,0.372,52.28,,523.0,,,,,,,30.4
2026-07-21T11:27:29.279929+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-21T11:39:59.707222+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.306,98.45,,1483.7,0.372,58.06,,571.6,,,,,,,22.4
2026-07-21T11:40:07.203863+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.328,90.04,,1379.4,0.3354,48.86,,503.1,,,,,,,18.0
2026-07-21T11:40:38.821320+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.316,94.7,,1466.2,0.3598,52.48,,525.5,,,,,,,18.5
2026-07-21T11:52:40.960561+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.356,131.74,,2051.2,0.378,87.39,,840.3,,,,,,,18.2
2026-07-21T11:52:49.231605+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.354,139.73,,2148.1,0.378,86.94,,838.2,,,,,,,17.6
2026-07-21T11:54:42.221594+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-21T11:56:45.534941+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.312,141.5,,2455.1,0.3902,86.8,,948.1,,,,,,,21.5
2026-07-21T11:56:56.101584+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.314,112.63,,1667.6,0.3841,62.59,,590.7,,,,,,,18.7
2026-07-21T11:57:04.499967+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.314,112.63,,1667.6,0.3841,62.59,,590.7,,,,,,,18.7
2026-07-21T11:57:43.445466+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.314,112.63,,1841.7,0.3841,62.59,,612.0,,,,,,,21.1
2026-07-21T12:05:14.755134+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.328,95.92,,1444.0,0.3598,51.96,,495.1,,,,,,,19.5
2026-07-21T12:10:19.904486+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.314,114.25,,1702.4,0.3841,68.09,,642.3,,,,,,,19.1
2026-07-21T12:10:47.718811+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.318,103.37,,1721.9,0.3537,58.37,,569.6,,,,,,,23.3
2026-07-21T12:27:34.376323+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.356,131.74,,2012.7,0.378,87.39,,811.6,,,,,,,20.2
2026-07-21T12:31:21.076032+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.354,139.73,,2118.4,0.378,86.94,,804.8,,,,,,,17.9
2026-07-21T12:31:31.854169+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,0.354,139.73,,2118.4,0.378,86.94,,804.8,,,,,,,17.9
2026-07-21T12:32:28.558959+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.33,102.5,,1545.4,0.3659,56.83,,546.2,,,,,,,20.3
2026-07-21T12:32:36.062005+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.33,102.5,,1545.4,0.3659,56.83,,546.2,,,,,,,20.3
2026-07-21T12:34:22.375084+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.314,131.09,,2134.2,0.3963,75.84,,739.4,,,,,,,17.0
2026-07-21T12:34:33.333943+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.314,131.09,,2134.2,0.3963,75.84,,739.4,,,,,,,17.0
2026-07-21T12:42:29.712302+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.32,152.34,,2615.0,0.378,92.23,,980.7,,,,,,,22.4
2026-07-21T12:44:40.540967+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.314,132.43,,1960.4,0.3963,80.42,,748.3,,,,,,,17.9
2026-07-21T12:44:48.851780+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.314,132.43,,1960.4,0.3963,80.42,,748.3,,,,,,,17.9
2026-07-21T12:56:19.939186+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.324,153.8,,2619.1,0.3598,93.64,,980.2,,,,,,,18.3
2026-07-21T12:56:33.458466+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.324,153.8,,2619.1,0.3598,93.64,,980.2,,,,,,,18.3
2026-07-21T13:02:45.091806+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.356,131.74,,2006.8,0.378,87.39,,805.7,,,,,,,18.2
2026-07-21T13:02:53.609468+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,0.356,131.74,,2006.8,0.378,87.39,,805.7,,,,,,,18.2
2026-07-21T13:26:37.185417+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.316,148.0,,2534.2,0.378,90.24,,956.5,,,,,,,25.8
2026-07-21T13:26:46.318959+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.312,141.5,,2455.1,0.3902,86.8,,948.1,,,,,,,21.5
